PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,HEAD_PRESSURE,RETAINER_PRESSURE,PLATEN_ROTATION,HEAD_ROTATION,SLURRY_FLOW_RATE,SLURRY_TEMP,PAD_TEMP,REMOVAL_RATE,MOTOR_CURRENT,CONDITIONER_PRESSURE,ENDPOINT_SIGNAL
TS00000083,CMP_001,LOT250001A,2024.1.1 1:01,4.591014438,3.378408885,88.16467893,65.09602502,164.513878,22.07962617,28.06294696,17942.66478,15.60762274,7.52107871,985.0545066
TS00000084,CMP_001,LOT250001A,2024.1.1 1:02,4.538927569,3.371498186,77.57651701,67.18615263,184.205873,22.07653636,36.20818121,2628.86844,16.92558712,7.574415358,-194.2376125
TS00000085,CMP_001,LOT250001A,2024.1.1 1:03,4.51642448,3.360688324,75.60560427,73.30149642,158.9774471,21.9410785,38.08640611,6045.096814,17.01160736,7.474698534,535.5445985
TS00000086,CMP_001,LOT250001A,2024.1.1 1:03,4.507156689,3.34328135,73.57945387,61.16231428,227.1135938,22.05522953,30.30969708,2316.705131,16.45201223,7.528476736,-3564.976676
TS00000087,CMP_001,LOT250001A,2024.1.1 1:04,4.519044857,3.31721752,74.19095766,76.03788223,201.4854272,21.9361077,40.7220408,-2664.893678,16.13302564,7.443150617,-695.2294233
TS00000088,CMP_001,LOT250001A,2024.1.1 1:05,4.505523248,3.298111925,62.23229816,75.03950085,191.0540151,22.07773359,31.14428063,-50.15432713,15.42525543,7.486932834,-1875.029698
TS00000089,CMP_001,LOT250001A,2024.1.1 1:06,4.492645578,3.250096788,80.79707658,60.7546531,210.5205974,22.0073555,32.49566063,16441.50869,16.01102187,7.500943735,1048.77106
TS00000090,CMP_001,LOT250001A,2024.1.1 1:06,4.513012836,3.232148421,78.222421,57.23144938,111.2537074,21.92170778,35.24679256,-20488.09728,16.31978016,7.365827983,3861.317942
TS00000091,CMP_001,LOT250001A,2024.1.1 1:07,4.516139208,3.189092125,86.57575472,64.76004148,188.3782908,21.98376151,43.26569754,-9729.870751,13.66987339,7.378251261,3542.529402
TS00000092,CMP_001,LOT250001A,2024.1.1 1:08,4.543081559,3.173271381,80.57696701,57.48534545,130.798906,21.99134939,23.96769257,-4585.682504,14.64063036,7.42279469,5662.829422
TS00000093,CMP_001,LOT250001A,2024.1.1 1:09,4.536170826,3.137629849,78.55542624,51.76629759,169.8119281,22.0752434,26.18906866,-8102.313509,13.799757,7.373081614,5005.510131
TS00000094,CMP_001,LOT250001A,2024.1.1 1:09,4.563931095,3.11171956,72.03027678,66.87868728,161.1200248,22.02187351,23.97892632,17795.69346,13.1977394,7.358250834,327.9522542
TS00000095,CMP_001,LOT250001A,2024.1.1 1:10,4.588754246,3.077259652,82.04028684,66.03063987,191.2796926,22.02607862,28.01425905,15289.86036,13.14644397,7.31033538,1980.111065
TS00000096,CMP_001,LOT250001A,2024.1.1 1:11,4.6017117,3.066255433,89.29220236,58.86722207,179.7103638,22.06521691,49.13059727,8652.761043,13.81359015,7.209940073,1833.233417
TS00000097,CMP_001,LOT250001A,2024.1.1 1:12,4.659915702,3.044446949,71.07971122,49.47945369,215.0853086,21.99913543,38.92381335,-3624.39141,13.62494333,7.294021784,-4515.52738
TS00000098,CMP_001,LOT250001A,2024.1.1 1:12,4.693478463,3.025299961,84.00092439,49.44868251,158.9056832,22.03992842,18.5334355,16126.89376,14.09415961,7.146341053,-1708.800962
TS00000099,CMP_001,LOT250001A,2024.1.1 1:13,4.725469736,3.009011593,86.07709718,57.82796944,200.7515634,22.03517969,24.97649142,-13081.03724,13.1031559,6.94090521,1444.998285
TS00000100,CMP_001,LOT250001A,2024.1.1 1:14,4.758881223,3.005941476,77.19144697,53.83632966,187.0559768,21.93592325,36.75015358,24244.75975,11.96969034,7.032936838,1430.522165
TS00000101,CMP_001,LOT250001A,2024.1.1 1:15,4.778769439,2.995758645,79.12143695,54.81700523,135.9412919,22.07364918,21.5134545,-3996.297972,12.85709827,6.976541437,3486.975163
TS00000102,CMP_001,LOT250001A,2024.1.1 1:15,4.83129029,3.007595666,87.93401368,63.57606848,160.252226,21.92923163,23.82128797,254.7144283,12.19279588,6.992708302,3340.136359
TS00000103,CMP_001,LOT250001A,2024.1.1 1:16,4.869466248,3.019685582,74.91912215,61.83404963,186.0255273,22.04685497,48.81758661,-1393.700528,12.37380944,6.883750077,-3365.21919
TS00000104,CMP_001,LOT250001A,2024.1.1 1:17,4.898403207,3.028222359,90.3730503,66.13776367,226.4061754,21.92636537,25.48876107,-7807.44923,13.56632239,6.915452947,3498.767852
TS00000105,CMP_001,LOT250001A,2024.1.1 1:18,4.942106817,3.033818986,78.53335514,51.22179948,209.1798983,22.03400449,44.49453175,22197.48197,13.49847455,6.843842692,2473.392287
TS00000106,CMP_001,LOT250001A,2024.1.1 1:18,4.982396339,3.060747148,98.71870687,55.67552177,162.1102302,22.09925157,48.30925487,10856.50336,13.93832579,6.723000227,3801.021244
TS00000107,CMP_001,LOT250001A,2024.1.1 1:19,5.03365692,3.0746841,112.059523,63.10285945,194.3629189,21.99820744,24.6677409,15141.61484,13.60993379,6.725067936,5123.493626
TS00000108,CMP_001,LOT250001A,2024.1.1 1:20,5.03377264,3.112636242,80.6502249,61.54646128,260.0629409,21.99922384,23.03014186,-9232.590072,14.56633674,6.654769801,1485.093481
TS00000109,CMP_001,LOT250001A,2024.1.1 1:21,5.057161634,3.140900222,95.15961536,68.97548543,203.307101,22.04623042,30.65240392,4828.243855,14.13392427,6.666964379,5640.34739
TS00000110,CMP_001,LOT250001A,2024.1.1 1:21,5.070331427,3.157494209,83.0908489,62.40094,190.0619533,22.00338333,21.17399515,8241.252304,15.35714077,6.585869922,-775.6234325
TS00000111,CMP_001,LOT250001A,2024.1.1 1:22,5.056535387,3.193029297,101.2873943,72.12561625,214.018037,22.11538568,35.97602969,5747.776539,15.20678336,6.599213264,-956.3126617
TS00000112,CMP_001,LOT250001A,2024.1.1 1:23,5.094288467,3.22958806,78.72165581,64.38378261,221.0463926,22.03916923,32.35572937,-8557.277061,15.18867081,6.556013699,3155.054702
TS00000113,CMP_001,LOT250001A,2024.1.1 1:24,5.100311472,3.25999824,96.65133864,68.39163733,182.8726482,22.01910328,39.46351781,13804.60556,15.74528982,6.539975311,749.976416
TS00000114,CMP_001,LOT250001A,2024.1.1 1:24,5.13635665,3.283541238,83.55979661,60.21960098,209.6386031,22.01410841,52.22516988,4265.106174,15.89726458,6.632106635,2628.618642
TS00000115,CMP_001,LOT250001A,2024.1.1 1:25,5.091800761,3.319890923,90.63528654,63.10191906,182.3596202,22.00093905,45.60842273,-6503.182906,17.13323441,6.497684158,7810.208228
TS00000116,CMP_001,LOT250001A,2024.1.1 1:26,5.089840165,3.342930198,82.77991719,69.57856846,211.215083,22.02310899,42.01684791,-15512.29409,16.56147614,6.409434175,2999.583521
TS00000117,CMP_001,LOT250001A,2024.1.1 1:27,5.070927439,3.360637784,101.666784,74.82073614,191.9707932,22.04431299,12.91049291,9097.630545,16.61706639,6.551777943,2443.930687
TS00000118,CMP_001,LOT250001A,2024.1.1 1:27,5.035768207,3.373666556,85.39326326,69.91840255,198.517177,22.04524703,42.18952245,27523.42293,16.63891853,6.550644515,-811.2438155
TS00000119,CMP_001,LOT250001A,2024.1.1 1:28,5.048296315,3.396503546,99.56791312,65.47036653,158.4941453,22.04492727,57.91438854,-7148.440085,17.40802356,6.404995641,-3313.681819
TS00000120,CMP_001,LOT250001A,2024.1.1 1:29,5.016643127,3.407470111,90.85678458,75.56009012,153.9747191,22.19140177,1.497397152,4691.379925,17.40012468,6.476996638,1559.463291
TS00000121,CMP_001,LOT250001A,2024.1.1 1:30,4.988201055,3.397098631,93.36584144,53.44347255,204.5481404,22.04398675,46.28307142,14072.52984,16.83569502,6.54626227,4969.70904
TS00000122,CMP_001,LOT250001A,2024.1.1 1:30,4.93088529,3.393864667,96.16339069,59.07488232,171.6835791,22.11225412,36.49001726,-9750.171926,16.28199177,6.56733285,793.5553108
TS00000123,CMP_001,LOT250001A,2024.1.1 1:31,4.93147928,3.393158549,87.20462579,73.21648842,180.8861234,22.14436943,28.60065525,-1875.94278,16.36093215,6.561610472,2961.409849
TS00000124,CMP_001,LOT250001A,2024.1.1 1:32,4.8535792,3.376053129,97.02481815,69.5869605,161.8614899,22.15644986,48.81064929,-5701.849815,16.67151552,6.587350982,6032.633502
TS00000125,CMP_001,LOT250001A,2024.1.1 1:33,4.846402826,3.360967016,110.2836129,73.97467929,197.2274945,22.13258533,60.11451626,12721.83359,17.42739049,6.567813985,5955.33747
TS00000126,CMP_001,LOT250001A,2024.1.1 1:33,4.832856834,3.345859275,87.21905214,71.06906239,151.7657006,22.13441148,49.30276875,16105.22569,16.26410758,6.526454174,3036.447663
TS00000127,CMP_001,LOT250001A,2024.1.1 1:34,4.747541985,3.306100914,106.6983687,74.81815839,166.197654,22.18030382,35.94765113,4415.296001,15.81909634,6.783763371,2261.107966
TS00000128,CMP_001,LOT250001A,2024.1.1 1:35,4.716898568,3.298707914,109.9021233,66.40446654,194.6331371,22.18267015,29.48125583,-5617.078667,14.85154941,6.670524947,-2802.757463
TS00000129,CMP_001,LOT250001A,2024.1.1 1:36,4.691057405,3.262239482,86.66132262,75.66156439,207.5241121,22.16834006,42.93733632,-1651.53429,16.52615885,6.767948447,-133.5615811
TS00000130,CMP_001,LOT250001A,2024.1.1 1:36,4.647921763,3.228817934,80.13528556,78.70628999,158.3526919,22.11545254,52.07571135,-3551.335877,15.65428582,6.793483655,920.1019079
TS00000131,CMP_001,LOT250001A,2024.1.1 1:37,4.600404473,3.199464595,97.53017416,80.419976,234.9737407,22.18271119,37.34488278,-7040.245667,15.47760598,6.89035138,-787.8965337
TS00000132,CMP_001,LOT250001A,2024.1.1 1:38,4.595664313,3.168487683,88.82368963,85.69408158,188.0105614,22.1616308,38.89173675,1692.708571,15.2641439,6.89667324,2522.462926
TS00000133,CMP_001,LOT250001A,2024.1.1 1:39,4.552911471,3.127809393,112.7343027,74.49914765,149.9818038,22.19872863,76.62114638,8444.162196,14.28312787,6.945005431,7521.202151
TS00000134,CMP_001,LOT250001A,2024.1.1 1:39,4.553805509,3.118171529,94.11114221,74.74908344,195.1297037,22.24714045,56.07481269,7583.708859,14.14277338,6.852578708,6349.702098
TS00000135,CMP_001,LOT250001A,2024.1.1 1:40,4.514760521,3.082690903,85.42128517,63.23591006,175.3900221,22.27705997,57.29847027,2586.710944,14.71759066,6.989728306,2539.061656
TS00000136,CMP_001,LOT250001A,2024.1.1 1:41,4.537932061,3.061236657,81.61857483,69.50047376,202.6573095,22.36202739,26.33059852,3230.327065,13.69353497,7.115448885,4157.400517
TS00000137,CMP_001,LOT250001A,2024.1.1 1:42,4.493565025,3.0439059,103.604182,71.51294002,190.9406177,22.26024004,35.71513289,1838.034599,13.73448119,7.157078355,-354.5510775
TS00000138,CMP_001,LOT250001A,2024.1.1 1:42,4.495761059,3.01567172,86.57784653,79.24909129,196.7895706,22.34015734,45.43433127,-10321.72074,13.74031738,7.121786319,6235.989
TS00000139,CMP_001,LOT250001A,2024.1.1 1:43,4.51279474,3.012629528,92.28375905,68.32820923,169.2098973,22.33123572,32.84979169,4251.743624,13.48364577,7.133988217,-2829.620736
TS00000140,CMP_001,LOT250001A,2024.1.1 1:44,4.48685086,3.000856485,100.9322673,76.98251234,227.8464371,22.39543092,64.38121528,-3182.713305,12.94772182,7.260849673,4607.222615
TS00000141,CMP_001,LOT250001A,2024.1.1 1:45,4.518094944,3.005080625,86.035269,71.46175697,164.5820267,22.37430294,62.40012453,-10813.64349,12.97966969,7.148553924,3367.67083
