PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,SUSCEPTOR_TEMP,CHAMBER_PRESSURE,PRECURSOR_FLOW_TEOS,PRECURSOR_FLOW_SILANE,PRECURSOR_FLOW_WF6,CARRIER_GAS_N2,CARRIER_GAS_H2,SHOWERHEAD_TEMP,LINER_TEMP,DEPOSITION_RATE,FILM_STRESS
TS00000046,CVD_001,LOT250001A,2024.1.1 0:33,385.4897976,1.711955979,125.6700327,70.67099369,9.586004511,9.137229322,1.736550811,217.9293176,133.6153606,-4444.634024,139.3457836
TS00000047,CVD_001,LOT250001A,2024.1.1 0:34,447.2748016,1.780278115,177.0026934,321.3344857,14.64095012,8.34239358,1.930450278,173.3555156,80.80310229,-2440.736137,588.9197101
TS00000048,CVD_001,LOT250001A,2024.1.1 0:35,823.6496223,1.773889125,367.6018273,202.4168378,12.19898061,9.355969039,1.85502622,157.2665783,152.4188164,1288.900761,-492.9388199
TS00000049,CVD_001,LOT250001A,2024.1.1 0:36,642.1712341,1.796957297,7.31600824,191.6568094,19.6858794,10.58369598,1.984520403,108.4599274,112.4822189,-2252.733737,-668.6326749
TS00000050,CVD_001,LOT250001A,2024.1.1 0:36,112.3794871,1.815593114,67.47974186,290.4752009,5.247719611,9.59710958,1.930287839,104.8083753,124.2465662,-1031.914183,124.009385
TS00000051,CVD_001,LOT250001A,2024.1.1 0:37,631.0209923,1.779424895,347.1476171,248.0092318,20.75390554,8.818036993,2.035786346,289.9745032,178.736117,724.6839013,-283.8998084
TS00000052,CVD_001,LOT250001A,2024.1.1 0:38,450.5899039,1.786992795,302.6155142,108.1863347,20.98188206,10.39802782,1.990544825,135.6139914,130.038788,-4199.523021,115.2570542
TS00000053,CVD_001,LOT250001A,2024.1.1 0:39,374.5028382,1.786246718,130.0513629,202.6760122,20.33593525,7.583880443,2.2896606,209.3532353,133.1720496,-62.59326254,257.7545861
TS00000054,CVD_001,LOT250001A,2024.1.1 0:39,693.5500065,1.767176643,282.792908,177.728267,2.308586569,8.715758938,2.124616034,181.9953392,147.4792985,-1636.639467,-977.2927883
TS00000055,CVD_001,LOT250001A,2024.1.1 0:40,795.3153863,1.788916053,219.4075682,49.28124043,6.406793601,8.792618613,2.161757836,5.28657292,146.42967,-2310.728768,435.3755635
TS00000056,CVD_001,LOT250001A,2024.1.1 0:41,767.3691801,1.729853517,365.259163,142.1456488,9.4657377,7.291400563,2.342024901,278.9515197,102.7888121,-923.467179,-499.4789124
TS00000057,CVD_001,LOT250001A,2024.1.1 0:42,321.7893916,1.710357387,188.2055011,185.3504298,-7.830567925,8.580859299,2.077918324,212.1030726,127.6691762,-1465.520987,68.21528733
TS00000058,CVD_001,LOT250001A,2024.1.1 0:42,451.4079415,1.694293032,308.4501389,188.7771359,20.48910708,6.173079321,1.957469499,124.6992373,129.6978865,1602.702835,-256.9916427
TS00000059,CVD_001,LOT250001A,2024.1.1 0:43,608.7281741,1.642715796,512.0272731,62.67397572,2.967404609,12.23934703,2.512425438,168.8074723,135.9345018,3046.636253,-210.5276577
TS00000060,CVD_001,LOT250001A,2024.1.1 0:44,767.094942,1.621798577,258.2295977,296.4232812,4.403623526,8.060895541,2.365856484,101.3577113,135.6392563,-86.27577407,904.8006931
TS00000061,CVD_001,LOT250001A,2024.1.1 0:45,400.8171779,1.597466897,191.4713894,180.0812345,-5.770044397,11.95212021,2.440084989,279.7309347,203.8064581,-561.3498587,209.6337604
TS00000062,CVD_001,LOT250001A,2024.1.1 0:45,471.7140563,1.551221488,277.5798378,189.0012163,-14.83312024,9.74558703,2.3642926,115.5973595,90.16284704,-209.6718709,494.5224782
TS00000063,CVD_001,LOT250001A,2024.1.1 0:46,239.1889012,1.517436353,143.6954104,217.941463,-9.130468798,10.66039032,2.450849642,138.6212764,154.134542,-1610.095164,110.0198274
TS00000064,CVD_001,LOT250001A,2024.1.1 0:47,214.4999126,1.473222862,490.0275152,107.1894216,-2.347863121,9.213158985,2.830606548,126.2326515,159.5667448,-1983.762843,337.3072623
TS00000065,CVD_001,LOT250001A,2024.1.1 0:48,714.6057935,1.421068551,216.2916325,215.4505981,0.856435605,10.39962257,2.948241272,174.879586,138.2258206,-2709.847037,229.2999185
TS00000066,CVD_001,LOT250001A,2024.1.1 0:48,848.6091574,1.4121188,161.9724733,137.692772,-5.453152406,11.2123787,3.000330216,252.376696,103.3552832,-2089.943616,141.8727333
TS00000067,CVD_001,LOT250001A,2024.1.1 0:49,489.7810733,1.398590209,93.96911138,86.53392259,-4.622929781,11.38934824,3.095801802,277.6711803,172.275122,3821.404085,563.1271049
TS00000068,CVD_001,LOT250001A,2024.1.1 0:50,757.0678905,1.339527986,337.9377929,215.5354706,-12.28032899,11.71689906,3.145216667,146.5696939,56.09591386,-834.4247502,83.70240071
TS00000069,CVD_001,LOT250001A,2024.1.1 0:51,595.1676536,1.312151765,311.5317574,295.1279276,-4.5480795,10.17016306,3.15163778,193.4549855,100.9295933,-5346.999343,1145.02146
TS00000070,CVD_001,LOT250001A,2024.1.1 0:51,342.2312371,1.291700253,143.2842846,223.3655848,4.951445258,10.17508683,3.183067305,175.9723587,156.2038186,-647.0107397,480.8813694
TS00000071,CVD_001,LOT250001A,2024.1.1 0:52,592.7960756,1.238254944,279.781843,238.797471,-2.952105576,8.681684529,3.551081764,112.5079144,109.6308042,-2661.730773,-569.7703489
TS00000072,CVD_001,LOT250001A,2024.1.1 0:53,886.0799836,1.262645716,21.35920124,106.854045,-1.781464523,12.03875886,3.322403717,317.1512151,168.3651883,631.339212,-87.65927152
TS00000073,CVD_001,LOT250001A,2024.1.1 0:54,491.9291277,1.224101986,235.1651637,8.320929798,-6.57040117,13.06142412,3.555749517,254.0028448,74.9115489,410.3150409,200.9859739
TS00000074,CVD_001,LOT250001A,2024.1.1 0:54,891.5551789,1.233902905,270.6466285,285.0548822,-23.94161594,14.04797282,3.401280778,184.0684826,86.75522266,614.9129593,27.69809165
TS00000075,CVD_001,LOT250001A,2024.1.1 0:55,-154.8376124,1.191370095,429.3518259,335.142899,-18.53683525,12.26938739,3.505564182,268.1620048,104.080454,419.3363724,352.9858598
TS00000076,CVD_001,LOT250001A,2024.1.1 0:56,705.4756261,1.227270929,121.3253192,288.8526096,-2.522309805,10.85028034,3.659875868,246.5460629,132.5219783,-245.4206092,413.1530134
TS00000077,CVD_001,LOT250001A,2024.1.1 0:57,521.8604306,1.213992922,59.46875247,120.0158245,-5.987243043,9.642727344,3.609725567,179.3424344,113.3689946,-2411.003713,-659.1827555
TS00000078,CVD_001,LOT250001A,2024.1.1 0:57,425.6424273,1.217720653,108.7485192,47.02541468,-0.141476133,13.9384998,3.986650939,194.6389934,105.4063019,353.8335399,667.8392474
TS00000079,CVD_001,LOT250001A,2024.1.1 0:58,523.8258316,1.224577421,54.83660446,56.19526262,13.67406423,9.867729094,3.60669983,266.496855,162.8775842,2544.87153,-213.8595825
TS00000080,CVD_001,LOT250001A,2024.1.1 0:59,4.678613293,1.233380067,390.0260354,2.174868513,5.696015342,12.23516354,3.93760055,119.724129,165.8746018,4139.7155,-255.7739762
TS00000081,CVD_001,LOT250001A,2024.1.1 1:00,447.5292022,1.275302877,417.3563248,146.0654145,12.58886206,12.59059074,3.977558136,277.672962,108.3027593,43.11564595,-249.5611964
TS00000082,CVD_001,LOT250001A,2024.1.1 1:00,592.7893186,1.28341481,264.4249913,302.6419574,2.511158545,13.00019095,3.613756846,164.5351467,69.76031849,267.8832467,462.1099262
TS00000083,CVD_001,LOT250001A,2024.1.1 1:01,874.2321586,1.279266758,377.4647357,148.1276434,-4.981986831,13.33104177,3.903909937,270.3430922,56.70307934,1537.111959,-68.08299936
TS00000084,CVD_001,LOT250001A,2024.1.1 1:02,376.6171114,1.322494165,241.7324616,191.1342572,3.961243405,13.65248236,4.050646468,179.3976135,129.0341032,3532.900439,-259.0762972
TS00000085,CVD_001,LOT250001A,2024.1.1 1:03,305.660203,1.369478526,213.0617122,291.030348,-2.169665614,9.984435492,4.083772327,200.8422947,142.0137498,-415.1711502,-132.5903161
TS00000086,CVD_001,LOT250001A,2024.1.1 1:03,384.1098894,1.411944886,183.0625061,134.3609121,22.65401738,13.78533962,3.946826899,179.4259128,124.7546787,1954.400934,-811.9904904
TS00000087,CVD_001,LOT250001A,2024.1.1 1:04,740.3248673,1.442936778,185.4157051,357.5763917,15.99408071,10.56790861,4.103960802,150.4938007,121.3150581,-1064.376663,-330.6310323
TS00000088,CVD_001,LOT250001A,2024.1.1 1:05,595.739346,1.499447406,30.04682469,357.4047811,14.11519021,15.15196843,3.919017518,167.1403152,99.92919215,1253.418929,-525.2414481
TS00000089,CVD_001,LOT250001A,2024.1.1 1:06,383.3325938,1.489570628,255.6525218,170.0836951,21.86999719,13.35421815,3.907557635,267.0462989,144.3811872,2547.487405,-37.03183943
TS00000090,CVD_001,LOT250001A,2024.1.1 1:06,646.4456588,1.558368213,216.4768119,133.6433557,-10.32368074,11.07598464,3.911072801,46.4201811,175.7842015,-1962.983082,431.4810522
TS00000091,CVD_001,LOT250001A,2024.1.1 1:07,544.8801247,1.56543541,313.3955154,252.021934,15.88137951,13.20574397,3.99441692,111.914417,59.6768909,-419.3877446,376.9379505
TS00000092,CVD_001,LOT250001A,2024.1.1 1:08,765.3699079,1.639129472,230.4432138,161.4961339,-3.229574437,13.67787077,3.614967469,143.7158916,124.6375624,2552.144123,727.7596658
TS00000093,CVD_001,LOT250001A,2024.1.1 1:09,350.3990428,1.659331158,196.775715,91.98483431,9.438008178,16.41496947,3.587182731,123.5422885,98.66324441,1885.905141,614.5407345
TS00000094,CVD_001,LOT250001A,2024.1.1 1:09,446.7954988,1.697521347,106.4235476,314.4341985,5.792989317,15.00943777,3.479127755,279.844973,83.8993308,2735.63468,-169.7480312
TS00000095,CVD_001,LOT250001A,2024.1.1 1:10,433.5667341,1.705732344,222.4148245,311.3493237,14.70753606,15.30599687,3.469387252,265.7119395,95.57885559,2369.776156,99.9865501
TS00000096,CVD_001,LOT250001A,2024.1.1 1:11,168.6704132,1.761897072,303.6294163,218.2665542,9.352940701,16.625002,3.739237351,226.777719,141.7549308,-1.305356396,69.07729195
TS00000097,CVD_001,LOT250001A,2024.1.1 1:12,611.5955749,1.778517874,66.28573993,92.63137257,19.32902426,14.76153305,3.482669617,153.9888836,143.4185176,5086.010965,-996.1370787
TS00000098,CVD_001,LOT250001A,2024.1.1 1:12,605.8947523,1.78768611,217.9089969,97.23593197,-1.479066612,16.07814369,3.052773157,273.3558553,175.9979131,966.7976301,-535.9302435
TS00000099,CVD_001,LOT250001A,2024.1.1 1:13,545.0117025,1.78863219,233.8149018,218.7081308,10.18131384,16.00213577,3.067291921,98.95234664,133.3834479,-5414.559582,-18.19248886
TS00000100,CVD_001,LOT250001A,2024.1.1 1:14,488.2136907,1.80633227,112.5946099,164.7750479,3.186576819,13.06437594,3.168661758,323.7357885,81.31149331,134.5187254,-28.62649432
TS00000101,CVD_001,LOT250001A,2024.1.1 1:15,196.1573145,1.789396611,126.5179619,179.3016361,-16.3529027,17.20947537,2.818698444,155.1025521,127.8549137,-238.342514,306.1625271
TS00000102,CVD_001,LOT250001A,2024.1.1 1:15,447.9781953,1.810467745,226.4736483,301.740125,-10.75050924,12.86362752,2.760823679,181.4061243,94.35048563,2289.709805,273.9990915
TS00000103,CVD_001,LOT250001A,2024.1.1 1:16,470.5880325,1.815317162,53.63783985,275.0436334,-4.588950279,16.35239408,3.081610619,172.2974977,100.6761219,-205.5123143,-850.7971008
TS00000104,CVD_001,LOT250001A,2024.1.1 1:17,358.7997484,1.794992104,236.7656868,331.9261358,6.583019502,12.6712522,2.598333768,134.5812195,155.2274915,2890.91764,286.5988422
TS00000105,CVD_001,LOT250001A,2024.1.1 1:18,522.1130664,1.751947967,78.87758948,117.1331103,-1.240621947,15.80760467,2.822808811,315.3613343,144.5557755,1803.829413,109.9043406
TS00000106,CVD_001,LOT250001A,2024.1.1 1:18,666.4635639,1.748126358,321.5069491,173.3832686,-18.74607605,17.64604187,2.797074138,248.0502137,157.2622228,-1319.279224,326.3312518
TS00000107,CVD_001,LOT250001A,2024.1.1 1:19,1039.952703,1.699293465,478.8327983,270.1774114,-9.493332224,14.46986147,2.317480787,274.4796866,129.7970829,392.1501915,542.9819441
TS00000108,CVD_001,LOT250001A,2024.1.1 1:20,614.9334178,1.699813052,77.08272345,239.4497704,11.26799925,14.32994769,2.209100435,128.9370359,165.1025763,-887.3244896,-65.9918126
TS00000109,CVD_001,LOT250001A,2024.1.1 1:21,638.4752814,1.66750709,249.6623051,333.9890383,-8.398331815,15.54458004,2.260226477,213.9879847,129.8242182,1023.099973,625.2412927
TS00000110,CVD_001,LOT250001A,2024.1.1 1:21,558.1798608,1.599686542,90.40448515,230.6216823,-13.15013916,14.03888909,2.032163386,235.1347875,176.5378869,-920.4038053,-444.084644
TS00000111,CVD_001,LOT250001A,2024.1.1 1:22,99.69645879,1.575278341,309.8938469,355.6003292,-5.082603592,17.15446904,2.215189781,220.824764,154.155947,779.7721605,-472.8690602
TS00000112,CVD_001,LOT250001A,2024.1.1 1:23,575.2427306,1.551967311,20.32414819,234.2230416,-2.24295261,14.5998281,2.098127591,135.6264432,138.3514537,74.12662948,215.001678
TS00000113,CVD_001,LOT250001A,2024.1.1 1:24,599.2849078,1.51432426,237.4526685,277.4787859,-14.07224864,13.70665162,2.167288951,270.4098092,151.6309979,301.8325426,-181.9365985
TS00000114,CVD_001,LOT250001A,2024.1.1 1:24,1202.258959,1.46302069,67.35435991,148.9999392,-3.884317498,13.24321303,2.338507922,213.7636569,145.3987084,4695.601708,136.2659561
TS00000115,CVD_001,LOT250001A,2024.1.1 1:25,540.4354209,1.449620287,149.9123473,175.6644096,-11.37906491,12.51284926,2.194913835,149.7220475,194.4408941,-139.7085849,1006.04021
TS00000116,CVD_001,LOT250001A,2024.1.1 1:26,665.8376853,1.411067006,46.42963209,252.7144865,0.122208206,12.82172328,2.110159614,96.21110123,154.4983836,-3299.767875,211.3921977
TS00000117,CVD_001,LOT250001A,2024.1.1 1:27,583.5384538,1.369352176,277.8431407,312.3946566,-4.180920943,13.08147029,1.608763589,244.3880958,147.6165387,2589.07436,126.6955068
TS00000118,CVD_001,LOT250001A,2024.1.1 1:27,301.6458246,1.327915089,70.38979169,229.5565216,0.279773273,12.71380241,2.089168636,355.431981,140.9898745,2562.329124,-407.3097143
TS00000119,CVD_001,LOT250001A,2024.1.1 1:28,880.9470563,1.32450341,244.1926649,153.3918208,-10.68200541,12.29007496,2.352410831,147.8594208,173.8679324,-3421.622747,-815.440753
TS00000120,CVD_001,LOT250001A,2024.1.1 1:29,784.4720825,1.306140518,132.5898274,282.0910938,-9.777208491,16.2526355,1.421978735,219.3241139,170.1840475,-874.6961052,5.904969111
TS00000121,CVD_001,LOT250001A,2024.1.1 1:30,795.3108126,1.250041479,161.9145406,-41.5485889,9.454973047,11.38190837,2.186819992,276.0015,141.0505988,1390.719414,583.4351233
TS00000122,CVD_001,LOT250001A,2024.1.1 1:30,371.0822944,1.227925492,195.5256228,25.70969446,0.770380837,12.96601854,2.050373659,133.4179651,114.859502,1560.775854,-103.6472803
TS00000123,CVD_001,LOT250001A,2024.1.1 1:31,949.8129403,1.228435169,82.86424904,213.4537856,5.940517365,13.45092546,1.953734319,180.9756287,122.6752646,497.5748245,266.1820993
TS00000124,CVD_001,LOT250001A,2024.1.1 1:32,249.1429694,1.204054611,205.6188748,152.2122572,1.475950727,13.32116169,2.333145143,158.2894936,144.3568443,538.7924418,785.9481613
TS00000125,CVD_001,LOT250001A,2024.1.1 1:33,746.6156099,1.200274632,372.0289895,204.7327876,14.86512026,12.10046094,2.571427937,269.0553408,190.4382261,-1376.387216,780.1474192
TS00000126,CVD_001,LOT250001A,2024.1.1 1:33,1147.613906,1.211094797,85.06048224,155.796677,0.992968012,11.63894614,2.447939365,289.5313542,142.4947011,-4299.697427,299.7632829
TS00000127,CVD_001,LOT250001A,2024.1.1 1:34,352.2672551,1.173725248,330.5406682,201.6216715,6.734157545,12.48894968,2.28833762,219.516915,132.1466926,4599.803166,175.504089
TS00000128,CVD_001,LOT250001A,2024.1.1 1:35,458.0313027,1.229199587,373.2101197,77.64625128,16.76999337,12.02378277,2.249222657,159.3949762,97.06014112,-1434.192872,-664.7661983
TS00000129,CVD_001,LOT250001A,2024.1.1 1:36,624.0272038,1.222157262,85.93678452,203.4504532,21.24024215,11.0494178,2.547171853,183.2055786,195.1405518,860.0337315,-217.5444963
TS00000130,CVD_001,LOT250001A,2024.1.1 1:36,472.5602445,1.230935599,8.189477098,243.2081071,4.639290496,8.911112481,2.777485968,171.7671902,166.5995918,194.6733407,-40.99348698
TS00000131,CVD_001,LOT250001A,2024.1.1 1:37,209.886968,1.255956389,230.0196877,265.5790445,29.59683982,10.37106343,2.6135724,150.7355315,173.1461468,2313.493405,-326.1658057
TS00000132,CVD_001,LOT250001A,2024.1.1 1:38,613.629568,1.280745852,126.1204786,339.3508277,13.00930034,9.175801096,2.72378016,202.9749988,177.7972888,756.8975642,223.6110485
TS00000133,CVD_001,LOT250001A,2024.1.1 1:39,329.6654242,1.282804784,430.4420716,182.8461402,-0.918717455,9.7219228,3.439066816,243.2642662,143.6304989,843.1395072,1053.376918
TS00000134,CVD_001,LOT250001A,2024.1.1 1:39,712.2134417,1.361676035,203.5656736,188.577194,12.60058573,10.60457384,3.18431963,237.8200836,150.6823192,-4722.219176,853.4311225
TS00000135,CVD_001,LOT250001A,2024.1.1 1:40,362.3603377,1.372886097,101.294837,30.14109948,4.260177799,10.93062383,3.292816255,207.4941632,192.3229771,-1109.256074,212.3907806
TS00000136,CVD_001,LOT250001A,2024.1.1 1:41,977.934451,1.413939934,60.51592275,122.9024641,11.41175268,12.90732337,2.864377284,210.9493638,152.5226816,2058.364394,475.0723751
TS00000137,CVD_001,LOT250001A,2024.1.1 1:42,392.7123391,1.458058852,342.4553671,157.0011739,5.449290046,9.281618462,3.107252151,202.1268419,164.1834573,1890.598319,-284.9128951
TS00000138,CVD_001,LOT250001A,2024.1.1 1:42,505.9330523,1.465845407,137.0704512,272.6450441,5.282641899,11.10829714,3.353674248,128.6379596,172.0510509,-1309.584699,804.7442003
TS00000139,CVD_001,LOT250001A,2024.1.1 1:43,787.6066596,1.525939234,216.1230822,126.8936144,-6.025763822,10.27203415,3.22555178,215.4879018,164.5561466,-2549.778113,-715.5324483
TS00000140,CVD_001,LOT250001A,2024.1.1 1:44,274.1551204,1.552199778,332.2013785,257.2920412,11.46495696,11.63245678,3.829120876,170.2313151,140.7162847,871.8967449,514.2358038
