PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,RF_POWER_SOURCE,RF_POWER_BIAS,CHAMBER_PRESSURE,GAS_FLOW_CF4,GAS_FLOW_O2,GAS_FLOW_AR,GAS_FLOW_CL2,ELECTRODE_TEMP,CHAMBER_WALL_TEMP,HELIUM_PRESSURE,ENDPOINT_SIGNAL,PLASMA_DENSITY
TS00000034,ETCH_001,LOT250001A,2024.1.1 0:24,-5265.131159,75.14216794,12.93018164,27.09239413,18.64371497,561.9148748,-23.05280934,61.2242691,71.74905081,11.01656765,-7709.868589,-2.38E+21
TS00000035,ETCH_001,LOT250001A,2024.1.1 0:25,6004.304062,140.2947583,11.11898096,75.31034608,31.58526754,-125.8025748,50.75821673,73.83124026,75.09898941,9.751859777,-3568.851452,1.96E+21
TS00000036,ETCH_001,LOT250001A,2024.1.1 0:26,-6265.273203,165.9544857,14.39117058,94.63195022,10.57720472,426.1592824,14.02072913,72.22524962,75.18383081,10.82559895,753.249573,-1.54E+21
TS00000037,ETCH_001,LOT250001A,2024.1.1 0:27,2306.72412,120.6273878,15.91290928,82.573306,14.36488009,128.9846527,-9.729755532,74.07777293,73.13965738,11.23779805,-8012.868065,7.95E+20
TS00000038,ETCH_001,LOT250001A,2024.1.1 0:27,-10707.62609,153.0479567,9.068876802,137.6218394,-6.999930222,-218.1502357,46.9403192,66.19450759,75.2815327,13.08826497,11544.79919,3.12E+21
TS00000039,ETCH_001,LOT250001A,2024.1.1 0:28,-6918.721639,86.25717641,14.92168454,117.2167214,33.19521621,-169.3247567,59.42072469,64.36005286,74.84016737,11.97339361,1087.251147,-3.32E+21
TS00000040,ETCH_001,LOT250001A,2024.1.1 0:29,2234.709965,132.35709,14.49805843,88.44839442,4.746672122,115.4205312,20.00224076,67.11379841,72.98829046,13.69024248,3038.283341,1.82E+21
TS00000041,ETCH_001,LOT250001A,2024.1.1 0:30,5490.588177,181.6129702,14.44628649,99.84790379,18.44623614,8.4335783,55.8841642,66.12290104,76.09382198,12.41342218,8051.731268,-4.13E+20
TS00000042,ETCH_001,LOT250001A,2024.1.1 0:30,2097.244277,154.1721445,14.73964121,105.3422079,14.0143327,-220.4446405,-33.67081432,63.1312741,75.90365437,12.83554231,1164.171729,-3.61E+20
TS00000043,ETCH_001,LOT250001A,2024.1.1 0:31,387.2447206,108.8292542,16.86019167,111.8485201,14.02709561,-317.3251543,-4.647487766,63.47533287,74.13797434,14.04078908,-6263.587883,1.03E+21
TS00000044,ETCH_001,LOT250001A,2024.1.1 0:32,-710.7248221,156.2731147,10.15899482,24.72215997,23.2121024,-106.9211846,73.30101533,64.25885197,74.19391571,15.323604,1310.595717,-1.54E+21
TS00000045,ETCH_001,LOT250001A,2024.1.1 0:33,-7758.041363,184.0569273,11.05228932,87.51832072,32.05880821,151.9634278,26.86232756,60.08688814,75.49409686,13.99630647,-6594.256545,-2.35E+21
TS00000046,ETCH_001,LOT250001A,2024.1.1 0:33,-3186.622301,16.14565891,9.503871296,41.80277716,18.21717184,100.846986,-23.73114488,69.17198877,74.01054501,12.12055991,3071.230247,-3.57E+21
TS00000047,ETCH_001,LOT250001A,2024.1.1 0:34,-1610.183361,206.3001489,10.35605968,153.6573715,22.72786791,-23.73864743,9.302221176,65.36518048,71.31617705,13.22115498,11981.18061,2.46E+21
TS00000048,ETCH_001,LOT250001A,2024.1.1 0:35,7519.108447,113.9045257,14.03071496,101.1615489,20.05358939,151.357436,0.335387749,63.92864922,74.83835475,15.05749486,-9721.581618,-7.43E+20
TS00000049,ETCH_001,LOT250001A,2024.1.1 0:36,3261.97176,156.7097359,6.726027537,96.63802524,27.63280043,360.4009449,20.54301635,59.76218179,72.77814662,13.57843306,-13283.49871,1.14E+21
TS00000050,ETCH_001,LOT250001A,2024.1.1 0:36,-9353.307579,199.9635047,7.869565997,140.7141873,13.61750812,198.6302912,11.6881902,59.35518891,73.2983095,14.19733756,2540.037027,-9.70E+20
TS00000051,ETCH_001,LOT250001A,2024.1.1 0:37,3194.503816,42.69957817,13.44295234,121.8929919,29.87605302,69.67283215,25.36795187,74.67957025,75.95016161,15.01110776,-5627.996167,-2.32E+21
TS00000052,ETCH_001,LOT250001A,2024.1.1 0:38,-1035.427036,79.30485055,12.57228144,59.69691345,31.17772524,332.1166652,15.10529873,61.70665889,73.43821533,12.77191358,2364.990412,1.30E+21
TS00000053,ETCH_001,LOT250001A,2024.1.1 0:39,-2761.794024,101.5067384,9.180734629,101.5354487,31.91163342,-139.5683106,55.27030936,67.73868937,73.51347201,14.56399627,5244.246509,6.56E+20
TS00000054,ETCH_001,LOT250001A,2024.1.1 0:39,4993.682644,68.89497874,12.33453657,90.18885079,15.5483287,44.65575257,24.69905607,65.34263078,74.1432405,13.74100176,-19408.66098,-4.74E+20
TS00000055,ETCH_001,LOT250001A,2024.1.1 0:40,7532.34787,217.3404895,11.20415718,32.74481806,21.56639307,51.29885804,23.46194175,50.49739153,74.00112766,13.27965829,8910.297675,6.04E+20
TS00000056,ETCH_001,LOT250001A,2024.1.1 0:41,6955.237765,59.45153875,14.2956539,73.56929056,26.76676469,-206.7911404,42.8194588,73.18008179,71.72557701,13.70508499,-9705.263673,-1.92E+21
TS00000057,ETCH_001,LOT250001A,2024.1.1 0:42,-3648.395718,75.48685334,10.96463436,92.23775967,11.79402273,-1.457364866,-5.2354683,67.48351332,72.87238306,13.22461785,1744.077545,2.12E+21
TS00000058,ETCH_001,LOT250001A,2024.1.1 0:42,-451.1716066,119.4432114,13.61330522,93.15044254,42.57557373,-413.9812728,-32.38507072,60.07093302,72.8730846,14.33480417,-4653.025254,2.58E+21
TS00000059,ETCH_001,LOT250001A,2024.1.1 0:43,3406.446174,33.84989811,17.96018664,36.42727895,27.60675402,584.2291779,41.23870881,63.61471804,73.08085263,14.68435449,-3607.766749,1.52E+21
TS00000060,ETCH_001,LOT250001A,2024.1.1 0:44,7284.236173,81.50539048,13.18868856,139.5822092,31.63706983,-126.5698434,9.193531924,57.85912763,72.95890209,12.94935371,18820.86629,-7.44E+20
TS00000061,ETCH_001,LOT250001A,2024.1.1 0:45,-1434.834124,124.0471957,12.18439415,87.09621753,24.04749234,506.0776831,9.914688493,72.58601742,76.25716154,12.39053778,5042.675208,1.19E+20
TS00000062,ETCH_001,LOT250001A,2024.1.1 0:45,332.5035902,85.27460893,14.26091038,90.24974936,17.50695144,120.9954643,-12.14449785,58.76802186,70.46219076,12.18935944,10865.59714,3.14E+21
TS00000063,ETCH_001,LOT250001A,2024.1.1 0:46,-5188.404498,100.3756581,11.9579014,102.2814759,25.61981982,254.7676017,-10.06335863,60.54395725,73.54552772,11.19100316,3297.610143,2.56E+21
TS00000064,ETCH_001,LOT250001A,2024.1.1 0:47,-5727.634399,75.41994277,19.27622966,52.22113945,34.65145333,-6.427304884,35.84031032,59.36645516,73.69967342,10.65176074,7959.337647,3.99E+21
TS00000065,ETCH_001,LOT250001A,2024.1.1 0:48,6321.612385,17.95144156,14.20672816,99.50661263,39.89768063,170.1112235,42.31336883,63.27300054,72.51319554,9.956857049,5906.226571,-1.56E+21
TS00000066,ETCH_001,LOT250001A,2024.1.1 0:48,9577.651475,130.1534571,13.53549437,64.13667427,35.38098221,283.2331474,38.87944726,69.58163,70.64852721,9.876380154,4253.140091,-1.74E+21
TS00000067,ETCH_001,LOT250001A,2024.1.1 0:49,998.904681,218.5402793,12.59682489,40.62099254,37.71801223,289.3467638,41.90884966,71.53810387,73.97193287,12.19145403,12759.75569,2.69E+20
TS00000068,ETCH_001,LOT250001A,2024.1.1 0:50,7440.062972,117.0242879,17.90010427,97.22136383,31.25001297,319.6056638,38.01274391,60.4598122,68.03921342,9.771140683,3236.853234,8.14E+20
TS00000069,ETCH_001,LOT250001A,2024.1.1 0:51,3573.918799,132.3355071,17.7946347,131.9184746,39.8293451,36.62785791,27.67603021,64.21216094,70.15624415,7.440262406,24511.27442,-2.85E+20
TS00000070,ETCH_001,LOT250001A,2024.1.1 0:51,-2483.809106,163.434676,14.84733028,99.41380239,49.81569823,11.50385424,21.12529884,62.59911017,72.79469247,9.284742873,11257.77806,-7.79E+20
TS00000071,ETCH_001,LOT250001A,2024.1.1 0:52,3535.930684,48.84017021,17.98621333,105.7387627,42.02816171,-263.994931,65.12649428,57.15302742,70.34045894,8.141575934,-9745.406977,2.53E+21
TS00000072,ETCH_001,LOT250001A,2024.1.1 0:53,10574.57013,230.2795688,13.21434953,46.64864214,42.94106223,268.3702584,19.7229033,74.0482426,73.15157004,9.424616406,-113.0347579,-1.81E+20
TS00000073,ETCH_001,LOT250001A,2024.1.1 0:54,1108.668676,143.3200677,17.87119481,2.499681115,37.52538188,411.2256121,43.7642953,68.62667786,68.3535533,9.167152253,5630.564692,-2.43E+21
TS00000074,ETCH_001,LOT250001A,2024.1.1 0:54,10687.59991,231.9912239,18.94230777,125.2338377,19.17076778,547.7287583,9.82625735,62.63901992,68.82097755,9.144547591,2116.767052,-2.20E+21
TS00000075,ETCH_001,LOT250001A,2024.1.1 0:55,-14443.40398,92.77372531,22.45544447,147.3383015,23.25517224,223.1536327,14.95533766,69.48664494,69.5633597,8.987002425,8556.930791,4.94E+20
TS00000076,ETCH_001,LOT250001A,2024.1.1 0:56,6181.415026,248.225851,16.6084869,126.712271,37.63892795,-41.61994323,27.91536296,67.52499966,70.86274316,8.664560726,9678.745692,6.01E+21
TS00000077,ETCH_001,LOT250001A,2024.1.1 0:57,1747.215763,187.6896695,15.65668464,51.72626841,32.26574065,-271.1345098,10.61615746,61.76446357,69.78389569,7.713349387,-11863.42691,-1.95E+21
TS00000078,ETCH_001,LOT250001A,2024.1.1 0:57,-593.7820802,176.0025356,16.89683297,19.44296323,35.96428642,416.6833449,57.88220205,62.87926268,69.26636552,9.027061852,14569.97735,-6.30E+20
TS00000079,ETCH_001,LOT250001A,2024.1.1 0:58,1726.939749,158.0625976,16.04011215,23.77716237,47.43692367,-289.700076,-7.776108664,68.7080645,72.02264474,10.12770267,-3179.978054,4.81E+21
TS00000080,ETCH_001,LOT250001A,2024.1.1 0:59,-10771.76422,129.8420497,22.93041652,0.124563695,36.96739931,77.28347492,33.91141811,56.31845703,72.05762811,11.00338574,-4140.331952,-9.69E+20
TS00000081,ETCH_001,LOT250001A,2024.1.1 1:00,-185.5883775,217.0318995,23.62688082,64.52451538,41.27010758,109.3741427,32.79202169,69.32336851,69.06689062,9.358756822,-4141.223927,9.11E+20
TS00000082,ETCH_001,LOT250001A,2024.1.1 1:00,3255.766008,153.175359,20.68012525,134.6477458,28.55522896,151.0424432,-27.93729798,59.73903433,67.03064733,9.696445167,9967.050953,3.75E+21
TS00000083,ETCH_001,LOT250001A,2024.1.1 1:01,9963.26162,25.99694811,23.01381087,66.58501493,18.43009912,180.2396146,10.49963369,68.40174409,66.27198656,10.53811249,-758.8735826,-1.90E+21
TS00000084,ETCH_001,LOT250001A,2024.1.1 1:02,-2028.486895,75.78894278,20.33242875,86.37638011,24.79824023,208.6245728,28.61284393,60.67015688,69.7863552,11.73643702,-4694.718343,-6.19E+20
TS00000085,ETCH_001,LOT250001A,2024.1.1 1:03,-3781.927028,130.0295948,19.75235452,131.5082927,16.19921381,-427.0494758,30.9818413,62.30649771,70.33705975,10.28499518,-2272.034524,-9.69E+20
TS00000086,ETCH_001,LOT250001A,2024.1.1 1:03,-1950.753565,157.7420746,19.10584766,62.65584764,38.70913642,183.0532401,9.235528826,60.3734256,69.38001552,11.6963352,-15955.49523,-3.04E+21
TS00000087,ETCH_001,LOT250001A,2024.1.1 1:04,6545.955256,133.3603957,19.06693833,162.673632,29.93349495,-375.522694,33.08034102,57.81664662,69.11840622,10.69731872,-6409.834241,3.14E+21
TS00000088,ETCH_001,LOT250001A,2024.1.1 1:05,3022.901312,207.2180574,15.83489995,163.4279659,26.17606061,367.2818736,7.159152437,59.06095238,67.96421447,12.10849253,-10367.63418,-1.17E+21
TS00000089,ETCH_001,LOT250001A,2024.1.1 1:06,-2128.166568,14.11422805,20.18477217,81.01135684,32.32320001,47.66714242,8.851888721,67.24667459,70.10690432,13.06191532,-651.4820017,-1.75E+21
TS00000090,ETCH_001,LOT250001A,2024.1.1 1:06,4133.147149,136.7439655,19.20287536,65.64625573,-1.179613976,-350.7335192,14.40501587,48.72477624,71.60238287,11.4003694,8689.470371,-8.89E+20
TS00000091,ETCH_001,LOT250001A,2024.1.1 1:07,1642.253993,15.92124648,20.90848678,119.0698617,24.03590845,-13.10031963,33.54414112,54.04988769,65.72782173,12.45442073,7588.759009,1.86E+21
TS00000092,ETCH_001,LOT250001A,2024.1.1 1:08,6880.904533,167.4540484,18.98436409,79.61458813,4.269117047,49.69756148,-15.15326059,56.57117302,68.91236394,14.13664266,14615.04264,2.26E+20
TS00000093,ETCH_001,LOT250001A,2024.1.1 1:09,-3131.184148,113.1521372,18.01597628,49.45432722,16.62148402,491.4902384,-9.575057102,54.76536023,67.55607665,14.16202549,12379.96948,-1.58E+21
TS00000094,ETCH_001,LOT250001A,2024.1.1 1:09,-870.0755281,141.0967883,15.88655269,148.9980259,13.00155959,244.4007881,-14.59564217,67.67031424,66.76643259,14.8446235,-3257.765844,8.18E+20
TS00000095,ETCH_001,LOT250001A,2024.1.1 1:10,-1239.55834,61.41131732,17.85951707,148.237268,22.2740767,282.6000604,-3.538337271,66.37694864,67.30527306,14.95050156,2202.517406,1.63E+21
TS00000096,ETCH_001,LOT250001A,2024.1.1 1:11,-7648.646739,187.6257603,19.11554558,107.400804,17.59604128,492.8582344,50.65177283,63.02171734,69.5754291,14.12005781,1665.860414,-4.75E+19
TS00000097,ETCH_001,LOT250001A,2024.1.1 1:12,2930.370928,171.32314,13.98227529,52.01154345,28.54655748,174.3930861,26.91355299,56.85040616,69.62660936,16.60819117,-19542.96978,-4.70E+20
TS00000098,ETCH_001,LOT250001A,2024.1.1 1:12,2742.706723,142.1925277,16.61363991,54.41447967,8.984186498,387.6613528,-21.97009428,66.69744951,71.23037381,14.91254845,-10231.79727,2.03E+21
TS00000099,ETCH_001,LOT250001A,2024.1.1 1:13,1230.942762,98.20783486,16.51951395,108.6608348,22.1298078,370.5710135,-3.535277258,52.06921673,69.08136795,12.15561143,238.9366274,-3.58E+20
TS00000100,ETCH_001,LOT250001A,2024.1.1 1:14,-182.589447,140.0376703,13.67537961,84.84745265,16.82368165,-121.716037,28.37229701,70.7123804,66.46652264,14.72223237,152.3225416,3.22E+21
TS00000101,ETCH_001,LOT250001A,2024.1.1 1:15,-7242.224452,62.58644592,13.53035924,91.35628271,-0.863467864,568.2458944,-7.195233428,56.57685101,68.78957614,14.57774587,6973.250542,-1.52E+21
TS00000102,ETCH_001,LOT250001A,2024.1.1 1:15,-1248.80529,156.5795727,15.10598556,145.7208202,6.712775708,-155.1741086,1.050518494,58.69229109,67.11744456,15.69206835,6455.129402,-1.56E+21
TS00000103,ETCH_001,LOT250001A,2024.1.1 1:16,-756.5491217,204.9477233,11.22954088,133.6988359,14.9259531,428.9473974,65.87065828,57.86314711,67.44408265,14.4996827,-15918.72842,-1.81E+21
TS00000104,ETCH_001,LOT250001A,2024.1.1 1:17,-3490.038705,171.4165031,14.47985376,158.7212369,28.18302051,-180.1538967,9.63613307,54.65665311,70.18931432,15.77840245,6945.169245,-4.78E+20
TS00000105,ETCH_001,LOT250001A,2024.1.1 1:18,378.6364648,65.04351192,10.9209913,62.90120467,22.43414033,348.7383551,58.90821107,69.66499211,69.68072009,15.13120948,3518.315014,5.01E+18
TS00000106,ETCH_001,LOT250001A,2024.1.1 1:18,3791.862191,132.5429034,15.38718173,87.45267714,6.950751864,663.0315454,69.7949506,64.00603145,70.34836462,13.52696957,7942.31046,-2.65E+21
TS00000107,ETCH_001,LOT250001A,2024.1.1 1:19,12704.02483,35.65580233,18.16543539,129.9386404,18.13289425,143.2441602,11.56854305,66.16591646,69.01474298,14.06056988,12356.85248,1.94E+20
TS00000108,ETCH_001,LOT250001A,2024.1.1 1:20,2451.569526,150.2636087,9.783572727,115.6716134,40.69423233,131.1524419,7.82987072,54.00206983,70.82692905,13.21429187,242.9689673,1.13E+21
TS00000109,ETCH_001,LOT250001A,2024.1.1 1:21,2964.167929,145.8558649,12.91278413,157.0117512,22.66580412,346.4253338,26.68643833,61.06177333,69.11714151,13.77376317,14115.67107,-2.93E+21
TS00000110,ETCH_001,LOT250001A,2024.1.1 1:21,984.2899159,9.682330327,9.43258989,110.3370541,19.36175428,109.8672823,2.2228889,62.80367502,71.51409717,12.57399609,-7241.542207,-1.04E+21
TS00000111,ETCH_001,LOT250001A,2024.1.1 1:22,-10072.41599,55.29296937,13.55730046,165.1047041,28.66406407,645.0205257,37.8968641,61.59850004,70.46331709,12.99404269,-7807.381204,1.13E+21
TS00000112,ETCH_001,LOT250001A,2024.1.1 1:23,1287.374197,111.1403555,7.533143842,110.3483384,32.5082704,236.5737245,26.97504285,54.4937289,69.74833681,12.31706877,5940.184233,-2.18E+21
TS00000113,ETCH_001,LOT250001A,2024.1.1 1:24,1810.986605,113.1287551,11.67733163,128.7425083,21.44193367,106.4060543,42.37509912,65.72861768,70.49434867,12.05137063,-2027.886756,-6.32E+20
TS00000114,ETCH_001,LOT250001A,2024.1.1 1:24,16229.05802,61.51119387,8.113123738,70.80359174,32.14581884,49.15597332,71.46966353,61.01897729,70.2714021,13.65747478,4288.124341,2.18E+21
TS00000115,ETCH_001,LOT250001A,2024.1.1 1:25,292.2916615,160.0944288,9.639622722,81.82386218,24.92054113,-51.36591806,51.75085453,55.70104456,72.81863588,11.11341935,21618.0178,3.59E+21
TS00000116,ETCH_001,LOT250001A,2024.1.1 1:26,3249.495357,154.2305522,7.483995109,115.2574363,36.45106893,22.45051593,39.31244818,51.26871468,70.92289541,9.331959238,5643.529379,8.80E+20
TS00000117,ETCH_001,LOT250001A,2024.1.1 1:27,1222.694792,129.524192,12.06574254,141.003541,31.94867788,89.12299133,-37.10145389,63.65179917,70.68623369,11.63690566,3854.138338,-3.39E+20
TS00000118,ETCH_001,LOT250001A,2024.1.1 1:27,-5593.202641,97.47264047,7.910016312,103.4529421,35.9982744,52.17791533,32.35942167,72.94856854,70.46814271,11.29967993,-6933.001886,-1.00E+21
TS00000119,ETCH_001,LOT250001A,2024.1.1 1:28,8261.039536,206.9435579,11.41933714,68.92464933,24.43466424,6.745146044,67.94848151,55.70208901,72.23084756,8.306681874,-15211.60147,1.82E+21
TS00000120,ETCH_001,LOT250001A,2024.1.1 1:29,5898.507617,244.0781936,9.26017112,125.5140286,24.57175917,693.1165352,-76.70236486,61.71683238,72.17074526,9.182284459,1093.246954,2.27E+21
TS00000121,ETCH_001,LOT250001A,2024.1.1 1:30,6113.748733,115.986311,9.958536489,-18.85948614,42.8982523,-92.0729194,31.8646975,66.50740142,70.84316789,9.965178518,12518.70247,-2.31E+21
TS00000122,ETCH_001,LOT250001A,2024.1.1 1:30,-4109.973994,108.0237518,10.78061664,10.58448634,33.2000887,199.0926413,4.284713346,54.70096361,69.66740779,9.842862895,-1348.093178,1.82E+21
TS00000123,ETCH_001,LOT250001A,2024.1.1 1:31,9740.390776,173.4935903,8.713904921,93.66983923,37.28025278,307.4993182,-18.15876897,58.74764994,70.19637103,9.206419155,5926.428391,-1.21E+21
TS00000124,ETCH_001,LOT250001A,2024.1.1 1:32,-7111.368399,121.3383677,11.39051491,66.19267103,31.68131446,313.7936606,30.08721023,56.94865076,71.42267105,9.110293358,16205.77083,-1.72E+21
TS00000125,ETCH_001,LOT250001A,2024.1.1 1:33,4796.20921,132.8165078,14.9732702,89.37825202,43.92338085,138.487757,56.55686826,66.27854034,73.8726583,8.17892681,15982.72018,-3.07E+20
TS00000126,ETCH_001,LOT250001A,2024.1.1 1:33,14392.73375,183.5213247,9.519229129,67.5763009,28.9219002,89.82435704,28.25692187,68.09207894,71.62473506,6.840136158,6279.580232,1.98E+21
TS00000127,ETCH_001,LOT250001A,2024.1.1 1:34,-4718.284597,22.1943398,14.74240541,87.99553376,33.58010071,259.7473468,-5.870067299,62.37244579,71.25954754,10.86821248,3712.868185,6.19E+20
TS00000128,ETCH_001,LOT250001A,2024.1.1 1:35,-2197.524355,213.1779495,15.93482719,33.05222394,42.60519685,210.3637508,-22.25074202,57.48477033,69.66000617,8.222449967,-13158.12919,5.65E+20
